date,item,category,price,promotion,units_sold,sales_7d_avg,day_of_week,is_weekend,is_holiday,brand,discount,stock_available,stockout_flag,sales_lag_1,sales_lag_3,sales_lag_7,sales_30d_avg,sales_30d_trend,month
2025-01-05,0,0,200,0,46,49.142857142857146,6,1,1,2,0.2,55,0,45.0,52.0,49.0,50.0,0.8571428571428541,1
2025-01-06,0,0,220,0,48,48.71428571428572,0,0,0,2,0.12,49,0,46.0,49.0,54.0,49.96666666666667,1.2523809523809462,1
2025-01-07,0,0,250,0,45,47.85714285714285,1,0,1,2,0.0,50,0,48.0,45.0,49.0,49.833333333333336,1.9761904761904887,1
2025-01-08,0,0,200,0,54,47.285714285714285,2,0,0,2,0.2,66,0,45.0,46.0,46.0,49.766666666666666,2.480952380952381,1
2025-01-09,0,0,200,0,52,48.42857142857143,3,0,0,2,0.2,69,0,54.0,48.0,52.0,50.06666666666667,1.6380952380952394,1
2025-01-10,0,0,250,0,46,48.42857142857143,4,0,0,2,0.0,52,0,52.0,45.0,49.0,50.2,1.7714285714285722,1
2025-01-11,0,0,250,0,52,48.0,5,1,0,2,0.0,53,0,46.0,54.0,45.0,50.233333333333334,2.2333333333333343,1
2025-01-12,0,0,220,0,54,49.0,6,1,0,2,0.12,67,0,52.0,52.0,46.0,50.166666666666664,1.1666666666666643,1
2025-01-13,0,0,200,0,46,50.142857142857146,0,0,0,2,0.2,50,0,54.0,46.0,48.0,50.36666666666667,0.22380952380952124,1
2025-01-14,0,0,200,0,51,49.85714285714285,1,0,0,2,0.2,68,0,46.0,52.0,45.0,50.4,0.5428571428571516,1
2025-01-15,0,0,250,0,50,50.71428571428572,2,0,0,2,0.0,60,0,51.0,54.0,54.0,49.96666666666667,-0.7476190476190538,1
2025-01-16,0,0,220,0,50,50.142857142857146,3,0,0,2,0.12,59,0,50.0,46.0,52.0,50.13333333333333,-0.009523809523813043,1
2025-01-17,0,0,220,0,51,49.85714285714285,4,0,0,2,0.12,61,0,50.0,51.0,46.0,50.0,0.142857142857153,1
2025-01-18,0,0,220,0,52,50.57142857142857,5,1,0,2,0.12,53,0,51.0,50.0,52.0,50.0,-0.5714285714285694,1
2025-01-19,0,0,220,0,55,50.57142857142857,6,1,0,2,0.12,69,0,52.0,50.0,54.0,50.166666666666664,-0.4047619047619051,1
2025-01-20,0,0,200,0,50,50.71428571428572,0,0,0,2,0.2,56,0,55.0,51.0,46.0,49.93333333333333,-0.7809523809523924,1
2025-01-21,0,0,200,0,50,51.285714285714285,1,0,0,2,0.2,58,0,50.0,52.0,51.0,49.93333333333333,-1.3523809523809547,1
2025-01-22,0,0,250,0,46,51.142857142857146,2,0,0,2,0.0,50,0,50.0,55.0,50.0,49.96666666666667,-1.1761904761904773,1
2025-01-23,0,0,200,0,48,50.57142857142857,3,0,0,2,0.2,54,0,46.0,50.0,50.0,49.833333333333336,-0.7380952380952337,1
2025-01-24,0,0,250,1,59,50.285714285714285,4,0,0,2,0.0,78,0,48.0,50.0,51.0,49.733333333333334,-0.5523809523809504,1
2025-01-25,0,0,200,1,65,51.42857142857143,5,1,0,2,0.2,66,0,59.0,46.0,52.0,49.9,-1.528571428571432,1
2025-01-26,0,0,250,0,51,53.285714285714285,6,1,0,2,0.0,53,0,65.0,48.0,55.0,50.46666666666667,-2.819047619047616,1
2025-01-27,0,0,220,0,50,52.71428571428572,0,0,0,2,0.12,51,0,51.0,59.0,50.0,50.333333333333336,-2.3809523809523867,1
2025-01-28,0,0,200,0,49,52.71428571428572,1,0,0,2,0.2,67,0,50.0,65.0,50.0,50.5,-2.2142857142857224,1
2025-01-29,0,0,250,1,62,52.57142857142857,2,0,1,2,0.0,65,0,49.0,51.0,46.0,50.5,-2.0714285714285694,1
2025-01-30,0,0,250,0,45,54.85714285714285,3,0,0,2,0.0,64,0,62.0,50.0,48.0,50.766666666666666,-4.090476190476181,1
2025-01-31,0,0,250,0,53,54.42857142857143,4,0,0,2,0.0,59,0,45.0,49.0,59.0,50.63333333333333,-3.7952380952380977,1
2025-02-01,0,0,220,0,50,53.57142857142857,5,1,0,2,0.12,56,0,53.0,62.0,65.0,50.86666666666667,-2.7047619047619023,2
2025-02-02,0,0,200,0,52,51.42857142857143,6,1,0,2,0.2,68,0,50.0,45.0,51.0,50.8,-0.6285714285714334,2
2025-02-03,0,0,250,1,64,51.57142857142857,0,0,0,2,0.0,82,0,52.0,53.0,50.0,50.9,-0.6714285714285708,2
2025-02-04,0,0,250,1,60,53.57142857142857,1,0,0,2,0.0,75,0,64.0,50.0,49.0,51.53333333333333,-2.038095238095238,2
2025-02-05,0,0,250,0,54,55.142857142857146,2,0,1,2,0.0,56,0,60.0,52.0,62.0,52.0,-3.142857142857146,2
2025-02-06,0,0,200,0,47,54.0,3,0,0,2,0.2,61,0,54.0,64.0,45.0,52.2,-1.7999999999999972,2
2025-02-07,0,0,250,0,51,54.285714285714285,4,0,1,2,0.0,64,0,47.0,60.0,53.0,52.266666666666666,-2.019047619047619,2
2025-02-08,0,0,200,0,52,54.0,5,1,0,2,0.2,66,0,51.0,54.0,50.0,52.166666666666664,-1.8333333333333357,2
2025-02-09,0,0,200,0,49,54.285714285714285,6,1,0,2,0.2,62,0,52.0,47.0,52.0,52.166666666666664,-2.1190476190476204,2
2025-02-10,0,0,200,0,49,53.85714285714285,0,0,0,2,0.2,55,0,49.0,51.0,64.0,52.266666666666666,-1.5904761904761813,2
2025-02-11,0,0,250,0,47,51.71428571428572,1,0,0,2,0.0,49,0,49.0,52.0,60.0,52.166666666666664,0.4523809523809419,2
2025-02-12,0,0,220,1,64,49.85714285714285,2,0,0,2,0.12,80,0,47.0,49.0,54.0,51.93333333333333,2.076190476190483,2
2025-02-13,0,0,220,0,50,51.285714285714285,3,0,1,2,0.12,59,0,64.0,49.0,47.0,52.53333333333333,1.2476190476190467,2
2025-02-14,0,0,250,1,64,51.71428571428572,4,0,0,2,0.0,78,0,50.0,47.0,51.0,52.5,0.7857142857142776,2
2025-02-15,0,0,200,1,59,53.57142857142857,5,1,0,2,0.2,64,0,64.0,64.0,52.0,52.96666666666667,-0.6047619047619008,2
2025-02-16,0,0,220,0,53,54.57142857142857,6,1,0,2,0.12,69,0,59.0,50.0,49.0,53.266666666666666,-1.3047619047619037,2
2025-02-17,0,0,200,0,50,55.142857142857146,0,0,0,2,0.2,66,0,53.0,64.0,49.0,53.333333333333336,-1.8095238095238102,2
2025-02-18,0,0,200,0,51,55.285714285714285,1,0,0,2,0.2,64,0,50.0,59.0,47.0,53.266666666666666,-2.019047619047619,2
2025-02-19,0,0,200,1,55,55.85714285714285,2,0,0,2,0.2,72,0,51.0,53.0,64.0,53.13333333333333,-2.723809523809514,2
2025-02-20,0,0,200,0,52,54.57142857142857,3,0,0,2,0.2,56,0,55.0,50.0,50.0,53.3,-1.2714285714285722,2
2025-02-21,0,0,250,0,54,54.85714285714285,4,0,0,2,0.0,61,0,52.0,51.0,64.0,53.36666666666667,-1.4904761904761799,2
2025-02-22,0,0,250,1,61,53.42857142857143,5,1,0,2,0.0,67,0,54.0,55.0,59.0,53.63333333333333,0.20476190476190226,2
2025-02-23,0,0,200,0,46,53.71428571428572,6,1,0,2,0.2,49,0,61.0,52.0,53.0,54.06666666666667,0.3523809523809476,2
2025-02-24,0,0,220,1,64,52.71428571428572,0,0,1,2,0.12,81,0,46.0,54.0,50.0,53.63333333333333,0.9190476190476105,2
2025-02-25,0,0,220,1,61,54.71428571428572,1,0,0,2,0.12,65,0,64.0,61.0,51.0,53.6,-1.114285714285721,2
2025-02-26,0,0,250,0,48,56.142857142857146,2,0,0,2,0.0,63,0,61.0,46.0,55.0,53.93333333333333,-2.209523809523816,2
2025-02-27,0,0,250,0,45,55.142857142857146,3,0,0,2,0.0,58,0,48.0,64.0,52.0,53.86666666666667,-1.2761904761904788,2
2025-02-28,0,0,250,0,46,54.142857142857146,4,0,0,2,0.0,64,0,45.0,61.0,54.0,53.733333333333334,-0.4095238095238116,2
2025-03-01,0,0,250,0,55,53.0,5,1,0,2,0.0,68,0,46.0,48.0,61.0,53.2,0.20000000000000284,3
2025-03-02,0,0,220,0,53,52.142857142857146,6,1,0,2,0.12,61,0,55.0,45.0,46.0,53.53333333333333,1.3904761904761855,3
2025-03-03,0,0,220,0,51,53.142857142857146,0,0,0,2,0.12,56,0,53.0,46.0,64.0,53.53333333333333,0.39047619047618554,3
2025-03-04,0,0,200,0,55,51.285714285714285,1,0,0,2,0.2,71,0,51.0,55.0,61.0,53.56666666666667,2.2809523809523853,3
2025-03-05,0,0,250,0,46,50.42857142857143,2,0,0,2,0.0,64,0,55.0,53.0,48.0,53.666666666666664,3.2380952380952337,3
2025-03-06,0,0,200,0,46,50.142857142857146,3,0,0,2,0.2,57,0,46.0,51.0,45.0,53.06666666666667,2.923809523809524,3
2025-03-07,0,0,250,0,53,50.285714285714285,4,0,0,2,0.0,56,0,46.0,55.0,46.0,52.6,2.3142857142857167,3
2025-03-08,0,0,250,0,52,51.285714285714285,5,1,0,2,0.0,67,0,53.0,46.0,55.0,52.56666666666667,1.2809523809523853,3
2025-03-09,0,0,220,0,46,50.85714285714285,6,1,0,2,0.12,56,0,52.0,46.0,53.0,52.733333333333334,1.8761904761904873,3
2025-03-10,0,0,220,1,64,49.85714285714285,0,0,0,2,0.12,67,0,46.0,53.0,51.0,52.56666666666667,2.709523809523823,3
2025-03-11,0,0,200,1,63,51.71428571428572,1,0,1,2,0.2,79,0,64.0,52.0,55.0,52.96666666666667,1.2523809523809462,3
2025-03-12,0,0,220,0,52,52.85714285714285,2,0,0,2,0.12,59,0,63.0,46.0,46.0,53.43333333333333,0.576190476190483,3
2025-03-13,0,0,200,0,54,53.71428571428572,3,0,0,2,0.2,67,0,52.0,64.0,46.0,53.53333333333333,-0.18095238095239097,3
2025-03-14,0,0,220,0,45,54.85714285714285,4,0,0,2,0.12,46,0,54.0,63.0,53.0,53.766666666666666,-1.0904761904761813,3
2025-03-15,0,0,200,0,49,53.71428571428572,5,1,0,2,0.2,59,0,45.0,52.0,52.0,53.13333333333333,-0.5809523809523895,3
2025-03-16,0,0,250,0,45,53.285714285714285,6,1,1,2,0.0,55,0,49.0,54.0,46.0,53.1,-0.18571428571428328,3
2025-03-17,0,0,250,1,58,53.142857142857146,0,0,0,2,0.0,63,0,45.0,45.0,64.0,52.46666666666667,-0.6761904761904773,3
2025-03-18,0,0,250,0,55,52.285714285714285,1,0,0,2,0.0,68,0,58.0,49.0,63.0,52.43333333333333,0.14761904761904532,3
2025-03-19,0,0,250,1,57,51.142857142857146,2,0,0,2,0.0,66,0,55.0,45.0,52.0,52.5,1.357142857142854,3
2025-03-20,0,0,200,1,57,51.85714285714285,3,0,0,2,0.2,64,0,57.0,58.0,54.0,52.733333333333334,0.8761904761904873,3
2025-03-21,0,0,220,0,49,52.285714285714285,4,0,1,2,0.12,55,0,57.0,55.0,45.0,52.93333333333333,0.6476190476190453,3
2025-03-22,0,0,250,0,50,52.85714285714285,5,1,0,2,0.0,57,0,49.0,57.0,49.0,52.733333333333334,-0.12380952380951271,3
2025-03-23,0,0,220,1,60,53.0,6,1,0,2,0.12,67,0,50.0,57.0,45.0,52.666666666666664,-0.3333333333333357,3
2025-03-24,0,0,220,1,63,55.142857142857146,0,0,0,2,0.12,64,0,60.0,49.0,58.0,52.86666666666667,-2.2761904761904788,3
2025-03-25,0,0,220,0,52,55.85714285714285,1,0,0,2,0.12,67,0,63.0,50.0,55.0,52.93333333333333,-2.923809523809517,3
2025-03-26,0,0,250,0,49,55.42857142857143,2,0,0,2,0.0,57,0,52.0,60.0,57.0,53.13333333333333,-2.2952380952380977,3
2025-03-27,0,0,220,0,53,54.285714285714285,3,0,0,2,0.12,65,0,49.0,63.0,57.0,52.63333333333333,-1.6523809523809518,3
2025-03-28,0,0,200,0,46,53.71428571428572,4,0,1,2,0.2,57,0,53.0,52.0,49.0,52.36666666666667,-1.3476190476190553,3
2025-03-29,0,0,250,1,65,53.285714285714285,5,1,0,2,0.0,81,0,46.0,49.0,50.0,52.3,-0.9857142857142875,3
2025-03-30,0,0,220,0,53,55.42857142857143,6,1,0,2,0.12,54,0,65.0,53.0,60.0,52.96666666666667,-2.461904761904762,3
2025-03-31,0,0,220,0,54,54.42857142857143,0,0,1,2,0.12,66,0,53.0,46.0,63.0,53.2,-1.2285714285714278,3
2025-04-01,0,0,250,0,52,53.142857142857146,1,0,0,2,0.0,52,1,54.0,65.0,52.0,53.166666666666664,0.023809523809518396,4
2025-04-02,0,0,220,1,63,53.142857142857146,2,0,0,2,0.12,81,0,52.0,53.0,49.0,53.13333333333333,-0.009523809523813043,4
2025-04-03,0,0,200,0,52,55.142857142857146,3,0,0,2,0.2,62,0,63.0,54.0,53.0,53.53333333333333,-1.6095238095238145,4
2025-04-04,0,0,200,0,45,55.0,4,0,0,2,0.2,49,0,52.0,52.0,46.0,53.43333333333333,-1.56666666666667,4
2025-04-05,0,0,220,0,53,54.85714285714285,5,1,0,2,0.12,53,1,45.0,63.0,65.0,53.4,-1.4571428571428484,4
2025-04-06,0,0,220,0,52,53.142857142857146,6,1,1,2,0.12,71,0,53.0,52.0,53.0,53.63333333333333,0.49047619047618696,4
2025-04-07,0,0,200,1,55,53.0,0,0,0,2,0.2,67,0,52.0,45.0,54.0,53.6,0.6000000000000014,4
2025-04-08,0,0,220,1,61,53.142857142857146,1,0,0,2,0.12,68,0,55.0,53.0,52.0,53.7,0.5571428571428569,4
2025-04-09,0,0,200,0,55,54.42857142857143,2,0,0,2,0.2,60,0,61.0,52.0,63.0,54.2,-0.22857142857142776,4
2025-04-10,0,0,250,1,61,53.285714285714285,3,0,0,2,0.0,77,0,55.0,55.0,52.0,53.9,0.6142857142857139,4
2025-04-11,0,0,220,0,55,54.57142857142857,4,0,0,2,0.12,66,0,61.0,61.0,45.0,53.833333333333336,-0.7380952380952337,4
2025-04-12,0,0,220,0,53,56.0,5,1,0,2,0.12,53,1,55.0,55.0,53.0,53.93333333333333,-2.06666666666667,4
2025-04-13,0,0,250,0,52,56.0,6,1,1,2,0.0,54,0,53.0,61.0,52.0,53.9,-2.1000000000000014,4
2025-04-14,0,0,200,0,55,56.0,0,0,0,2,0.2,68,0,52.0,55.0,55.0,54.13333333333333,-1.8666666666666671,4
2025-04-15,0,0,220,1,62,56.0,1,0,0,2,0.12,69,0,55.0,53.0,61.0,54.333333333333336,-1.6666666666666643,4
2025-04-16,0,0,220,0,47,56.142857142857146,2,0,0,2,0.12,57,0,62.0,52.0,55.0,54.9,-1.2428571428571473,4
2025-04-17,0,0,250,0,45,55.0,3,0,0,2,0.0,58,0,47.0,55.0,61.0,54.53333333333333,-0.46666666666666856,4
2025-04-18,0,0,220,0,52,52.71428571428572,4,0,0,2,0.12,59,0,45.0,62.0,55.0,54.2,1.4857142857142804,4
2025-04-19,0,0,200,0,54,52.285714285714285,5,1,0,2,0.2,56,0,52.0,47.0,53.0,54.03333333333333,1.7476190476190467,4
2025-04-20,0,0,220,0,51,52.42857142857143,6,1,0,2,0.12,57,0,54.0,45.0,52.0,53.93333333333333,1.5047619047618994,4
2025-04-21,0,0,220,0,46,52.285714285714285,0,0,0,2,0.12,64,0,51.0,52.0,55.0,54.0,1.7142857142857153,4
2025-04-22,0,0,200,0,47,51.0,1,0,0,2,0.2,50,0,46.0,54.0,62.0,53.86666666666667,2.866666666666667,4
2025-04-23,0,0,250,0,55,48.85714285714285,2,0,0,2,0.0,70,0,47.0,51.0,47.0,53.43333333333333,4.576190476190483,4
2025-04-24,0,0,200,0,47,50.0,3,0,0,2,0.2,59,0,55.0,46.0,45.0,53.166666666666664,3.1666666666666643,4
2025-04-25,0,0,200,0,55,50.285714285714285,4,0,0,2,0.2,74,0,47.0,47.0,52.0,53.0,2.7142857142857153,4
2025-04-26,0,0,220,0,48,50.71428571428572,5,1,0,2,0.12,66,0,55.0,55.0,54.0,53.2,2.4857142857142804,4
2025-04-27,0,0,200,1,62,49.85714285714285,6,1,0,2,0.2,66,0,48.0,47.0,51.0,53.03333333333333,3.1761904761904844,4
2025-04-28,0,0,200,0,55,51.42857142857143,0,0,0,2,0.2,59,0,62.0,55.0,46.0,53.56666666666667,2.1380952380952394,4
2025-04-29,0,0,200,0,48,52.71428571428572,1,0,0,2,0.2,67,0,55.0,48.0,47.0,53.233333333333334,0.5190476190476119,4
2025-04-30,0,0,200,0,45,52.85714285714285,2,0,0,2,0.2,48,0,48.0,62.0,55.0,53.06666666666667,0.209523809523823,4
2025-05-01,0,0,220,0,54,51.42857142857143,3,0,0,2,0.12,55,0,45.0,55.0,47.0,52.766666666666666,1.3380952380952351,5
2025-05-02,0,0,200,0,54,52.42857142857143,4,0,0,2,0.2,66,0,54.0,48.0,55.0,52.833333333333336,0.4047619047619051,5
2025-05-03,0,0,250,0,48,52.285714285714285,5,1,0,2,0.0,63,0,54.0,45.0,48.0,52.53333333333333,0.24761904761904674,5
2025-05-04,0,0,250,0,50,52.285714285714285,6,1,0,2,0.0,51,0,48.0,54.0,62.0,52.4,0.11428571428571388,5
2025-05-05,0,0,220,0,45,50.57142857142857,0,0,0,2,0.12,63,0,50.0,54.0,55.0,52.56666666666667,1.9952380952381006,5
2025-05-06,0,0,220,0,50,49.142857142857146,1,0,1,2,0.12,66,0,45.0,48.0,48.0,52.3,3.1571428571428513,5
2025-05-07,0,0,200,0,48,49.42857142857143,2,0,0,2,0.2,52,0,50.0,50.0,45.0,52.233333333333334,2.8047619047619037,5
2025-05-08,0,0,220,0,52,49.85714285714285,3,0,0,2,0.12,69,0,48.0,45.0,54.0,52.0,2.142857142857153,5
2025-05-09,0,0,200,0,50,49.57142857142857,4,0,0,2,0.2,67,0,52.0,50.0,54.0,51.7,2.1285714285714334,5
2025-05-10,0,0,200,1,60,49.0,5,1,1,2,0.2,67,0,50.0,48.0,48.0,51.53333333333333,2.5333333333333314,5
2025-05-11,0,0,200,0,52,50.71428571428572,6,1,0,2,0.2,66,0,60.0,52.0,50.0,51.5,0.7857142857142776,5
2025-05-12,0,0,200,0,54,51.0,0,0,0,2,0.2,66,0,52.0,50.0,45.0,51.4,0.3999999999999986,5
2025-05-13,0,0,250,1,65,52.285714285714285,1,0,0,2,0.0,77,0,54.0,60.0,50.0,51.43333333333333,-0.8523809523809547,5
2025-05-14,0,0,220,0,54,54.42857142857143,2,0,0,2,0.12,69,0,65.0,52.0,48.0,51.86666666666667,-2.5619047619047635,5
2025-05-15,0,0,200,0,46,55.285714285714285,3,0,0,2,0.2,65,0,54.0,54.0,52.0,51.833333333333336,-3.452380952380949,5
2025-05-16,0,0,200,1,55,54.42857142857143,4,0,0,2,0.2,67,0,46.0,65.0,50.0,51.3,-3.1285714285714334,5
2025-05-17,0,0,200,0,45,55.142857142857146,5,1,0,2,0.2,64,0,55.0,54.0,60.0,51.56666666666667,-3.576190476190476,5
2025-05-18,0,0,220,1,65,53.0,6,1,0,2,0.12,66,0,45.0,46.0,52.0,51.56666666666667,-1.43333333333333,5
2025-05-19,0,0,200,0,50,54.85714285714285,0,0,0,2,0.2,52,0,65.0,55.0,54.0,52.0,-2.857142857142847,5
2025-05-20,0,0,220,0,49,54.285714285714285,1,0,0,2,0.12,63,0,50.0,45.0,65.0,51.86666666666667,-2.4190476190476176,5
2025-05-21,0,0,200,0,46,52.0,2,0,0,2,0.2,64,0,49.0,65.0,54.0,51.8,-0.20000000000000284,5
2025-05-22,0,0,250,1,57,50.85714285714285,3,0,0,2,0.0,69,0,46.0,50.0,46.0,51.8,0.9428571428571502,5
2025-05-23,0,0,220,0,48,52.42857142857143,4,0,0,2,0.12,52,0,57.0,49.0,55.0,52.13333333333333,-0.29523809523809774,5
2025-05-24,0,0,250,0,46,51.42857142857143,5,1,0,2,0.0,51,0,48.0,46.0,45.0,51.9,0.471428571428568,5
2025-05-25,0,0,250,1,60,51.57142857142857,6,1,1,2,0.0,73,0,46.0,57.0,65.0,51.86666666666667,0.29523809523809774,5
2025-05-26,0,0,250,1,64,50.85714285714285,0,0,0,2,0.0,67,0,60.0,48.0,50.0,52.03333333333333,1.1761904761904844,5
2025-05-27,0,0,220,1,59,52.85714285714285,1,0,0,2,0.12,77,0,64.0,46.0,49.0,52.56666666666667,-0.290476190476177,5
2025-05-28,0,0,200,0,48,54.285714285714285,2,0,0,2,0.2,54,0,59.0,60.0,46.0,52.46666666666667,-1.8190476190476161,5
2025-05-29,0,0,220,0,54,54.57142857142857,3,0,0,2,0.12,57,0,48.0,64.0,57.0,52.233333333333334,-2.338095238095235,5
2025-05-30,0,0,200,0,52,54.142857142857146,4,0,0,2,0.2,53,0,54.0,59.0,48.0,52.43333333333333,-1.7095238095238159,5
2025-05-31,0,0,220,1,56,54.71428571428572,5,1,0,2,0.12,62,0,52.0,48.0,46.0,52.666666666666664,-2.047619047619058,5
2025-06-01,0,0,220,0,53,56.142857142857146,6,1,0,2,0.12,55,0,56.0,54.0,60.0,52.733333333333334,-3.4095238095238116,6
2025-06-02,0,0,220,0,53,55.142857142857146,0,0,0,2,0.12,67,0,53.0,52.0,64.0,52.7,-2.442857142857143,6
2025-06-03,0,0,220,1,56,53.57142857142857,1,0,0,2,0.12,56,1,53.0,56.0,59.0,52.86666666666667,-0.7047619047619023,6
2025-06-04,0,0,200,0,53,53.142857142857146,2,0,0,2,0.2,54,0,56.0,53.0,48.0,53.06666666666667,-0.07619047619047592,6
2025-06-05,0,0,220,0,55,53.85714285714285,3,0,0,2,0.12,64,0,53.0,53.0,54.0,53.333333333333336,-0.5238095238095113,6
2025-06-06,0,0,250,0,55,54.0,4,0,0,2,0.0,70,0,55.0,56.0,52.0,53.5,-0.5,6
2025-06-07,0,0,250,0,49,54.42857142857143,5,1,0,2,0.0,63,0,55.0,53.0,56.0,53.733333333333334,-0.6952380952380963,6
2025-06-08,0,0,200,0,47,53.42857142857143,6,1,0,2,0.2,61,0,49.0,55.0,53.0,53.63333333333333,0.20476190476190226,6
2025-06-09,0,0,220,0,52,52.57142857142857,0,0,0,2,0.12,65,0,47.0,55.0,53.0,53.53333333333333,0.961904761904762,6
2025-06-10,0,0,250,0,45,52.42857142857143,1,0,0,2,0.0,58,0,52.0,49.0,56.0,53.266666666666666,0.8380952380952351,6
2025-06-11,0,0,250,0,54,50.85714285714285,2,0,0,2,0.0,59,0,45.0,47.0,53.0,53.03333333333333,2.1761904761904844,6
2025-06-12,0,0,250,1,62,51.0,3,0,0,2,0.0,75,0,54.0,52.0,55.0,53.03333333333333,2.0333333333333314,6
2025-06-13,0,0,250,0,49,52.0,4,0,0,2,0.0,65,0,62.0,45.0,55.0,52.93333333333333,0.93333333333333,6
2025-06-14,0,0,200,0,50,51.142857142857146,5,1,0,2,0.2,67,0,49.0,54.0,49.0,52.766666666666666,1.6238095238095198,6
2025-06-15,0,0,220,0,51,51.285714285714285,6,1,0,2,0.12,70,0,50.0,62.0,47.0,52.9,1.6142857142857139,6
2025-06-16,0,0,200,0,48,51.85714285714285,0,0,0,2,0.2,66,0,51.0,49.0,52.0,52.766666666666666,0.9095238095238187,6
2025-06-17,0,0,250,0,46,51.285714285714285,1,0,0,2,0.0,62,0,48.0,50.0,45.0,52.86666666666667,1.5809523809523824,6
2025-06-18,0,0,250,0,55,51.42857142857143,2,0,0,2,0.0,70,0,46.0,51.0,54.0,52.233333333333334,0.8047619047619037,6
2025-06-19,0,0,220,0,54,51.57142857142857,3,0,0,2,0.12,61,0,55.0,48.0,62.0,52.4,0.8285714285714292,6
2025-06-20,0,0,250,0,46,50.42857142857143,4,0,0,2,0.0,52,0,54.0,46.0,49.0,52.56666666666667,2.1380952380952394,6
2025-06-21,0,0,250,0,53,50.0,5,1,0,2,0.0,72,0,46.0,55.0,50.0,52.56666666666667,2.56666666666667,6
2025-06-22,0,0,200,0,49,50.42857142857143,6,1,0,2,0.2,60,0,53.0,54.0,51.0,52.43333333333333,2.0047619047618994,6
2025-06-23,0,0,200,0,55,50.142857142857146,0,0,0,2,0.2,63,0,49.0,46.0,48.0,52.46666666666667,2.3238095238095227,6
2025-06-24,0,0,220,0,53,51.142857142857146,1,0,0,2,0.12,66,0,55.0,53.0,46.0,52.766666666666666,1.6238095238095198,6
2025-06-25,0,0,200,0,51,52.142857142857146,2,0,0,2,0.2,70,0,53.0,49.0,55.0,52.53333333333333,0.39047619047618554,6
2025-06-26,0,0,250,0,54,51.57142857142857,3,0,0,2,0.0,54,1,51.0,55.0,54.0,52.1,0.528571428571432,6
2025-06-27,0,0,200,0,55,51.57142857142857,4,0,0,2,0.2,64,0,54.0,53.0,46.0,51.93333333333333,0.3619047619047606,6
2025-06-28,0,0,220,0,48,52.85714285714285,5,1,0,2,0.12,64,0,55.0,51.0,53.0,52.166666666666664,-0.6904761904761827,6
2025-06-29,0,0,200,0,54,52.142857142857146,6,1,0,2,0.2,70,0,48.0,54.0,49.0,51.96666666666667,-0.17619047619047734,6
2025-06-30,0,0,200,1,60,52.85714285714285,0,0,0,2,0.2,76,0,54.0,55.0,55.0,52.03333333333333,-0.8238095238095156,6
2025-07-01,0,0,220,1,55,53.57142857142857,1,0,0,2,0.12,58,0,60.0,48.0,53.0,52.166666666666664,-1.404761904761905,7
2025-07-02,0,0,200,1,55,53.85714285714285,2,0,0,2,0.2,71,0,55.0,54.0,51.0,52.233333333333334,-1.6238095238095127,7
2025-07-03,0,0,220,0,47,54.42857142857143,3,0,0,2,0.12,64,0,55.0,60.0,54.0,52.3,-2.1285714285714334,7
2025-07-04,0,0,220,1,61,53.42857142857143,4,0,0,2,0.12,80,0,47.0,55.0,55.0,52.0,-1.4285714285714306,7
2025-07-05,0,0,200,0,49,54.285714285714285,5,1,0,2,0.2,50,0,61.0,55.0,48.0,52.266666666666666,-2.019047619047619,7
2025-07-06,0,0,200,0,51,54.42857142857143,6,1,0,2,0.2,58,0,49.0,47.0,54.0,52.06666666666667,-2.3619047619047606,7
2025-07-07,0,0,200,0,55,54.0,0,0,0,2,0.2,67,0,51.0,61.0,60.0,51.93333333333333,-2.06666666666667,7
2025-07-08,0,0,250,0,52,53.285714285714285,1,0,0,2,0.0,71,0,55.0,49.0,55.0,52.13333333333333,-1.1523809523809518,7
2025-07-09,0,0,250,0,49,52.85714285714285,2,0,0,2,0.0,63,0,52.0,51.0,55.0,52.3,-0.5571428571428498,7
2025-07-10,0,0,220,0,48,52.0,3,0,1,2,0.12,67,0,49.0,55.0,47.0,52.2,0.20000000000000284,7
2025-07-11,0,0,200,0,55,52.142857142857146,4,0,0,2,0.2,63,0,48.0,52.0,61.0,52.3,0.15714285714285126,7
2025-07-12,0,0,250,0,47,51.285714285714285,5,1,1,2,0.0,49,0,55.0,49.0,49.0,52.333333333333336,1.047619047619051,7
2025-07-13,0,0,250,0,53,51.0,6,1,1,2,0.0,55,0,47.0,48.0,51.0,51.833333333333336,0.8333333333333357,7
2025-07-14,0,0,200,0,48,51.285714285714285,0,0,0,2,0.2,49,0,53.0,55.0,55.0,51.96666666666667,0.6809523809523839,7
2025-07-15,0,0,250,0,47,50.285714285714285,1,0,0,2,0.0,47,1,48.0,47.0,52.0,51.9,1.6142857142857139,7
2025-07-16,0,0,200,1,57,49.57142857142857,2,0,0,2,0.2,70,0,47.0,53.0,49.0,51.766666666666666,2.1952380952380963,7
2025-07-17,0,0,220,0,47,50.71428571428572,3,0,0,2,0.12,63,0,57.0,48.0,48.0,52.06666666666667,1.3523809523809476,7
2025-07-18,0,0,200,1,62,50.57142857142857,4,0,0,2,0.2,74,0,47.0,47.0,55.0,52.1,1.528571428571432,7
2025-07-19,0,0,200,0,49,51.57142857142857,5,1,1,2,0.2,67,0,62.0,57.0,47.0,52.333333333333336,0.7619047619047663,7
